customer_id,orders_placed,products_purchased,amount_spent
7753,6,13,2859.7400665283203
5796,4,16,3574.5300674438477
6349,2,5,674.940019607544
4062,7,23,4214.620037078857
7041,5,20,3319.5000762939453
2356,3,14,3127.630069732666
11217,2,6,1059.9000282287598
5778,7,28,6587.310165405273
2247,4,15,2383.77006149292
7129,5,17,2789.7900772094727
9364,4,13,3379.590099334717
11177,6,18,3359.380054473877
8038,8,25,4614.470096588135
10216,5,14,3187.510076522827
1530,3,8,1959.7200317382812
11888,12,31,7344.140113830566
5065,5,12,3209.7400512695312
6810,9,20,4519.430088043213
9780,3,6,1239.8400268554688
7897,2,7,1219.780014038086
1942,2,6,1134.8899993896484
11114,6,14,2194.5700492858887
3986,7,20,4039.700107574463
4724,3,6,989.8000221252441
7642,4,13,2961.640090942383
4039,6,17,2447.5700283050537
5684,6,17,3904.390090942383
2168,2,2,429.9700164794922
10897,5,20,3154.7400703430176
7009,3,10,1669.7499961853027
10645,2,4,919.7800064086914
145,5,15,2445.6600341796875
10990,5,16,3199.5500526428223
1602,4,15,2584.700035095215
10446,3,8,1479.8700218200684
8387,3,9,1739.7300300598145
8147,3,9,2359.7900466918945
6873,4,12,2414.640033721924
6185,2,4,789.9100036621094
3319,5,17,3464.6100845336914
3469,3,10,1794.7900314331055
3538,4,13,2299.7300720214844
12062,6,13,2159.8200492858887
4208,4,9,1885.81005859375
3183,1,1,59.9900016784668
5631,4,12,2249.8100624084473
10870,6,14,2399.620048522949
9099,2,8,1208.8800201416016
1826,11,31,6367.260158538818
4942,5,13,2064.7400436401367
10051,9,27,5587.340110778809
2016,7,27,5384.570116043091
1778,3,10,1815.780044555664
7694,4,13,2224.690055847168
11171,4,15,3419.680076599121
8278,3,7,1951.7600440979004
25,2,4,929.8700103759766
10310,4,7,1409.8600120544434
8229,8,22,4400.600078582764
2110,9,24,4464.390056610107
7592,2,6,709.8900184631348
7822,3,6,1289.8900146484375
8906,5,18,3719.6400451660156
6280,4,15,3374.680076599121
2653,6,19,3320.490037918091
880,5,13,3369.720085144043
3275,7,16,2839.66007232666
1757,4,10,2509.6900596618652
1299,3,12,2239.720027923584
6828,7,18,3825.5700607299805
10296,5,20,4649.390087127686
2787,6,17,3024.5600357055664
10387,4,13,2609.690071105957
5901,2,3,879.9300231933594
2622,7,16,2659.570056915283
11949,3,8,1724.8300247192383
9790,3,8,1919.8300514221191
3746,2,7,1489.8100242614746
10626,7,12,2170.8400382995605
1472,4,9,1309.8400077819824
4934,1,1,50.0
2742,5,14,2374.6500511169434
2478,5,17,3674.540044784546
1099,7,16,3453.7100677490234
814,5,17,2999.6300506591797
8685,6,17,2523.720058441162
5201,4,15,2529.7600593566895
3431,2,7,1399.870018005371
1312,2,4,939.9300231933594
1893,4,16,2829.7300510406494
4538,4,14,1979.870044708252
8678,6,19,3489.630069732666
7002,3,7,1029.9100303649902
2708,9,31,5909.270126342773
5567,3,12,2155.6700325012207
4224,5,24,4125.55006980896
7343,1,5,1129.8300170898438
4746,1,1,200.0
8454,1,2,329.9800109863281
4826,1,1,399.9599914550781
12368,5,20,4149.430072784424
7205,4,11,2169.790054321289
1452,3,8,2629.780075073242
9521,3,7,1279.890007019043
2999,5,14,2434.750045776367
9107,11,33,6129.20011138916
12014,6,22,3906.6900959014893
9936,3,13,2505.730052947998
10392,3,12,2573.650047302246
8550,7,24,4316.61008644104
5042,2,6,1499.750015258789
4018,4,10,1629.7700309753418
6202,5,12,1979.7200317382812
5883,4,6,769.950008392334
7029,5,16,3008.570022583008
3664,6,16,2914.650058746338
9259,3,11,2589.640033721924
2550,3,10,2129.77006149292
3827,5,15,3864.780075073242
4900,4,11,2579.760040283203
11250,7,13,2509.7700386047363
3834,4,11,1849.740026473999
3036,4,15,2789.800048828125
948,5,18,4398.550121307373
1021,6,19,4159.630100250244
3848,5,15,3269.5400257110596
11621,2,5,1329.880027770996
11117,3,11,1827.5800075531006
10507,3,8,1689.790023803711
11693,3,3,659.960018157959
1731,6,27,5174.160076141357
6205,5,15,2857.600028991699
4477,7,22,4337.470067977905
7764,5,14,3739.620069503784
8457,6,19,3354.510066986084
7998,4,10,1427.840030670166
3650,5,17,3669.5500869750977
3465,4,15,3764.620090484619
7828,4,11,2139.780055999756
5968,3,4,1034.9200286865234
8206,5,13,2409.77006149292
5792,5,16,2859.6400394439697
3858,3,7,1649.8600273132324
8077,3,6,749.7700080871582
3623,3,11,2379.7500610351562
10539,4,13,2549.800048828125
5607,4,14,2439.6500453948975
2026,5,15,3783.6600914001465
7344,2,6,1529.8300094604492
3156,2,6,1229.8800201416016
1805,3,5,895.9400024414062
2043,3,7,1789.7800388336182
8097,2,5,1619.8400421142578
3507,1,2,479.9600143432617
10816,3,9,1388.850040435791
3463,3,7,1389.880039215088
1897,3,8,2059.750015258789
8002,4,13,2379.7400398254395
8010,6,20,3589.630081176758
4151,5,11,1336.860013961792
9376,7,18,3299.6900596618652
3432,3,8,1787.8100490570068
7200,11,35,8229.010204315186
10033,5,13,2514.7000465393066
8920,8,30,5922.160095214844
5135,2,7,1245.8300018310547
3781,7,28,6099.410129547119
4357,6,17,3747.4600944519043
6012,6,17,2343.7600479125977
5940,4,10,2159.7500381469727
10589,8,17,3139.8200721740723
11196,5,12,2539.7400550842285
157,3,13,2206.8300399780273
1048,4,10,2367.77006149292
7060,7,29,6128.2901039123535
10109,7,21,4319.540069580078
11034,3,11,2147.75004196167
5771,1,2,489.9600067138672
6918,3,9,2079.850028991699
9503,3,5,1399.9300384521484
8223,4,12,3649.630096435547
1330,4,11,2619.690055847168
9028,5,19,4179.560073852539
1347,7,22,4504.570072174072
10639,5,14,3029.8100776672363
7198,5,12,3179.660041809082
4989,4,11,1639.850040435791
5249,5,19,4449.670104980469
8436,4,10,1834.710033416748
6855,2,5,589.9300231933594
6854,6,23,4809.600074768066
5821,10,32,5837.31011390686
5256,5,19,3914.600051879883
11606,8,27,5176.410097122192
9509,3,7,1459.8600387573242
2261,2,4,1014.8600311279297
3818,4,12,2062.5399951934814
7368,4,15,2515.590000152588
10323,8,23,4284.530090332031
3474,5,19,2864.6000270843506
8523,5,14,2669.6900787353516
11530,4,11,2221.5700645446777
6925,5,15,2713.6700477600098
5237,4,11,1914.7200508117676
9881,5,13,2792.630075454712
8119,4,12,2929.5400390625
6254,4,15,3959.720100402832
11933,4,13,2929.7800636291504
2059,2,7,1114.7699966430664
8346,2,6,1368.9300346374512
7955,3,8,1529.8400344848633
5758,1,2,279.9300079345703
7992,6,23,4549.550062179565
9465,5,10,1454.7200031280518
7268,8,25,5507.500133514404
11040,5,12,3119.6400604248047
3295,7,28,5734.490104675293
5908,4,12,2049.8300437927246
2687,7,28,5468.510097503662
9072,4,12,2289.7000160217285
5216,12,36,7929.130153656006
3262,6,19,4539.510120391846
2621,3,11,2509.780055999756
5706,5,12,2059.8200645446777
12178,7,26,4447.370079040527
4321,4,10,1769.8300399780273
2501,4,15,3226.5000610351562
8299,4,13,2679.6200408935547
4488,4,11,2199.740020751953
8746,3,10,2479.700038909912
7265,3,9,1959.7500267028809
1535,8,29,5843.360088348389
6750,6,13,2495.740047454834
5582,12,31,7081.340114593506
8627,4,11,1839.7600402832031
10257,7,18,4474.650093078613
1323,5,16,2876.720039367676
3985,6,18,4519.600112915039
7701,4,16,3279.570062637329
1149,11,33,5954.3201332092285
10043,6,24,3859.2200355529785
11268,7,21,3359.6600761413574
1368,6,16,2919.6700401306152
4770,8,22,5849.320137023926
11780,4,14,2239.760036468506
843,5,15,3379.5700607299805
2334,5,19,4927.470069885254
12094,10,28,6159.410137176514
1135,3,13,2499.5300216674805
11508,5,15,3709.720100402832
5463,4,10,1639.7700424194336
181,6,22,3536.4400577545166
1592,4,11,2429.680030822754
10836,7,21,3989.5701122283936
1441,2,5,1339.9000358581543
9013,4,12,2857.730052947998
1858,4,9,1649.8900413513184
2384,10,29,5412.290090560913
124,5,17,3399.7400703430176
3464,6,25,4469.540115356445
6352,6,20,2792.590057373047
7145,4,11,2549.8100624084473
4672,3,6,1229.8700103759766
10852,4,11,1989.680046081543
9869,5,17,2896.650047302246
586,6,20,4939.460075378418
2097,3,10,1883.8100509643555
2525,6,20,3921.720054626465
363,6,17,3364.550048828125
1712,5,14,2224.690046310425
11146,4,12,1979.7100372314453
6931,4,10,2159.720054626465
8891,2,10,1894.7900466918945
12273,5,16,3059.4600505828857
3481,2,8,1629.8400382995605
10271,3,6,1729.9000396728516
6703,3,7,1849.8400268554688
7563,3,9,1141.860034942627
6241,3,13,2459.6500205993652
10088,2,6,1258.7100219726562
3728,3,11,2137.7500553131104
1810,9,29,5542.280101776123
4967,7,21,4961.490118026733
3605,4,13,2019.7800331115723
12345,8,13,2443.6500396728516
11167,8,22,3869.600082397461
4494,8,22,4514.510076522827
4343,6,14,2639.540029525757
10665,6,13,2443.8300590515137
2715,4,15,2394.780040740967
4547,6,21,4443.530117034912
7620,7,17,3851.6900806427
7013,9,23,5179.250093460083
6529,10,27,5191.480140686035
3535,7,21,3619.4300804138184
6535,5,16,2969.760055541992
4882,5,13,2263.5000381469727
1737,4,13,2269.7900581359863
5296,8,24,5047.130069732666
7070,3,9,1819.8100547790527
3433,3,6,859.8600082397461
4890,4,12,1779.8800430297852
6445,6,18,3979.470069885254
1795,7,20,3860.3400688171387
10383,4,13,1855.730037689209
8004,5,16,3593.6600914001465
3287,4,14,3209.670078277588
10307,9,30,5716.320108413696
5998,4,16,3279.290027618408
1785,6,17,2989.760066986084
2373,8,27,5674.3701248168945
4585,4,9,2111.7100467681885
1935,4,14,2639.790065765381
11870,2,3,679.9700164794922
9446,3,14,3179.6700439453125
10763,4,12,2659.7400703430176
852,2,5,1099.8700256347656
4903,5,18,4004.640079498291
10011,4,10,1685.7200164794922
8561,3,5,1099.9000396728516
686,6,11,1909.7000465393066
1238,2,9,1935.860034942627
4685,1,2,109.97000122070312
8055,5,13,2399.720058441162
1016,6,18,3109.7300567626953
11407,5,23,4859.360107421875
12095,3,11,2074.7200317382812
7609,2,3,849.8500061035156
10754,2,7,1409.8200454711914
1777,2,5,1189.9100189208984
3846,2,3,339.9700050354004
10502,4,14,2536.600067138672
2887,1,5,859.8100051879883
2849,1,1,119.9800033569336
7871,2,6,1029.8000221252441
9657,5,15,2429.680061340332
9297,8,20,3131.6300773620605
8861,9,32,6469.200134277344
2796,6,20,3859.4900703430176
5067,4,13,3027.5700721740723
6658,6,17,2925.61004447937
12117,7,26,4883.520076751709
3574,10,28,4279.500110626221
3098,7,18,4123.600101470947
9358,8,33,7183.280109405518
9054,1,3,829.9500274658203
12254,4,14,3479.620086669922
268,4,10,1881.8500385284424
5449,9,22,4253.510078430176
11199,6,15,2705.550048828125
8251,8,18,3527.720090866089
4417,7,24,4249.520095825195
11416,4,15,2989.7600593566895
699,3,3,899.9200286865234
95,7,20,3282.630079269409
12123,8,26,5419.320072174072
3436,5,13,2634.640048980713
10718,7,23,3353.500057220459
8699,3,11,1829.7200241088867
5122,5,15,3811.5600776672363
562,3,5,1399.9300384521484
1833,9,23,5369.580154418945
589,6,16,3389.520076751709
12296,5,17,3822.530040740967
4561,8,27,5068.4801025390625
8244,4,10,1709.880027770996
7101,4,11,1967.6700286865234
4592,5,11,1737.830026626587
6519,1,4,1099.910026550293
9678,3,14,3004.660051345825
8135,6,16,3198.6200618743896
1553,5,16,3031.7500495910645
8534,3,13,2519.7300605773926
7653,4,7,1263.8700218200684
2297,6,15,2709.6200408935547
925,5,15,2884.780055999756
3444,5,16,3289.640033721924
7812,7,17,3419.6600914001465
7727,3,5,1089.8300094604492
10308,7,25,4784.370050430298
3861,1,4,549.950008392334
227,3,8,1509.870044708252
10112,4,13,1859.780044555664
9944,6,18,3454.5900802612305
2176,2,4,451.92001152038574
2924,2,10,1441.8700351715088
12159,4,13,2829.640064239502
4192,3,9,1739.880039215088
1246,2,3,799.9600219726562
7670,12,39,7049.320167541504
1395,3,3,719.9400253295898
11138,3,11,2409.8000526428223
12256,8,16,4219.620086669922
6008,7,20,4014.410083770752
5590,6,16,3414.6800861358643
11084,3,6,1294.9000396728516
9285,8,22,4142.470081329346
2759,7,20,4769.520088195801
760,6,18,3555.5900688171387
455,7,25,5169.390134811401
4335,5,14,2994.620071411133
2522,3,9,1899.780044555664
11166,4,15,3269.5600929260254
9761,6,25,5509.610122680664
5756,5,8,1329.8400135040283
4251,4,15,3479.71004486084
8712,7,18,3278.600082397461
12354,5,15,3129.690082550049
12284,14,43,8258.620170593262
11505,6,15,2811.6500453948975
5441,4,12,2599.580047607422
820,8,17,3494.570079803467
11473,7,26,4543.330093383789
3569,8,23,3994.440086364746
8697,7,27,5211.310098648071
8079,3,6,1339.9300346374512
1831,6,13,3041.700065612793
9040,4,14,3459.740089416504
9819,9,30,5225.500104904175
7388,7,16,3240.6500759124756
10361,4,12,2479.7300415039062
3122,5,17,3379.6100730895996
8281,3,12,3169.8200645446777
413,1,3,669.9200134277344
912,4,17,4019.500068664551
7179,5,14,2751.610055923462
11734,3,14,2464.680034637451
9165,4,6,1319.8800201416016
11869,2,6,1119.840015411377
3877,5,12,1959.7300567626953
9647,3,9,1404.6500205993652
3794,5,12,2714.8100414276123
915,4,14,2479.830051422119
11597,4,10,1604.6900272369385
8620,5,19,3585.460054397583
7466,4,9,1729.820026397705
369,5,18,3339.7100791931152
7240,4,12,2599.5900268554688
8049,3,11,2014.7100563049316
6261,4,10,2029.7600173950195
1721,6,22,5939.4401512146
3460,3,12,2069.800060272217
6238,2,5,1159.9200286865234
8232,1,3,949.8600158691406
11464,2,4,349.9200019836426
10716,1,5,889.8000144958496
7860,2,10,2204.8400535583496
4024,1,2,299.98999786376953
3080,3,9,1709.8200302124023
3545,4,17,2984.6000328063965
2346,4,10,1929.8000411987305
11715,5,14,2495.7500705718994
9049,4,14,2409.7800483703613
71,7,19,2987.730052947998
11399,6,14,2714.580057144165
5416,6,18,3924.60009765625
7391,4,12,2519.7000427246094
4764,6,11,2227.719985961914
7123,8,26,5824.350135803223
7367,3,8,1523.8600311279297
3267,4,5,839.9400177001953
6457,8,22,4535.31010055542
1902,7,18,3564.5800552368164
3514,7,21,3758.4900856018066
3963,5,19,3249.500045776367
9928,8,35,6241.100120544434
1960,3,6,1489.8900299072266
9862,7,25,4739.320041656494
704,5,19,4489.470073699951
3541,4,12,2021.6600322723389
4971,3,8,1389.77001953125
7639,6,10,1829.6300201416016
11160,5,17,3199.680072784424
4134,3,3,493.9000129699707
11322,2,8,2109.840042114258
2903,6,16,2959.3500213623047
790,3,11,1849.680019378662
703,6,17,3884.730068206787
4232,6,18,3459.6200523376465
10301,5,13,2929.780059814453
3195,5,13,2585.610034942627
12301,8,23,5119.600135803223
370,6,13,2569.7000427246094
4730,7,20,4369.640121459961
4234,6,15,2634.6100521087646
4318,9,26,5515.430122375488
1274,5,18,3849.730068206787
4651,3,9,2179.8000526428223
9306,4,12,1761.8400440216064
11666,2,10,2159.8100547790527
621,3,7,1139.7600212097168
6247,5,14,1939.7700386047363
5039,6,14,2424.720039367676
3914,6,16,3064.509998321533
7335,5,14,2364.7300567626953
3884,7,21,3949.5200691223145
642,6,18,4599.600120544434
7345,2,7,1089.850025177002
6501,3,13,1909.8200149536133
2555,8,28,5684.310121536255
2763,6,22,4514.530075073242
8293,6,20,3931.39005279541
8956,2,9,2179.8300437927246
6683,4,8,2389.7600479125977
9797,2,4,609.9100151062012
4983,5,14,2859.630027770996
10983,2,9,1324.8900337219238
4073,2,4,929.8300094604492
4515,2,6,1549.7800331115723
8335,2,9,2149.8300590515137
5697,1,2,499.9600067138672
143,1,3,749.8900146484375
11023,1,4,999.8699951171875
11496,4,13,2819.8000717163086
8363,2,2,154.98000526428223
8303,5,18,3444.590045928955
6221,8,24,3554.530054092407
6883,6,22,4785.680130004883
5570,6,23,5839.250102996826
6564,5,12,2829.7000694274902
5211,7,20,3954.5400619506836
10973,6,19,3201.4800662994385
11918,3,10,1659.7499980926514
10643,5,19,2904.740062713623
4033,7,22,3619.510057449341
8769,5,21,5689.550037384033
5689,5,15,3009.8000679016113
5469,6,19,3564.570068359375
8628,7,23,5005.460105895996
5992,6,19,3537.4100914001465
6580,4,13,2494.600051879883
3631,10,23,4717.320079803467
8275,5,23,4375.410041809082
7641,3,9,1079.820011138916
9518,4,15,3929.6900787353516
5885,4,12,2949.7700729370117
10965,8,30,5514.460109710693
4295,7,19,3447.640085220337
10987,4,14,3544.6600341796875
4997,8,24,4457.5100746154785
1429,5,14,2383.700054168701
11537,3,12,2319.8700561523438
1934,6,21,2744.630043029785
4808,4,13,2629.5800743103027
11720,4,14,3029.7100791931152
6104,5,17,3539.480052947998
5604,3,12,2659.640064239502
11485,5,16,3579.560073852539
7823,6,14,2919.590072631836
4339,4,14,2270.7500438690186
2869,6,18,3683.630084991455
2268,8,21,3617.660083770752
193,2,6,819.8700103759766
443,7,20,3847.6100730895996
5272,7,20,3859.5101013183594
2649,5,14,1999.800033569336
6990,5,18,3709.700080871582
11081,7,19,4089.520088195801
1669,1,2,449.93999099731445
2562,7,22,4255.390056610107
1191,5,14,2479.820068359375
9262,3,5,1359.9100456237793
10511,7,20,4471.420082092285
9029,3,10,1979.8000411987305
3942,4,16,3431.5300731658936
161,5,17,2569.7000427246094
5083,5,14,3649.66007232666
6223,3,12,2044.7000408172607
9771,4,7,1729.9000396728516
10969,6,18,4229.400047302246
3513,4,13,2454.73002243042
2101,3,7,1739.8100509643555
5961,2,5,1129.8200378417969
3232,5,19,3814.6200523376465
2354,3,13,2444.7000465393066
365,2,6,1179.8600234985352
11001,5,13,2449.8100547790527
11975,2,7,1239.8100128173828
3534,5,15,2639.6800575256348
2458,4,10,2539.700050354004
5384,1,5,949.8300247192383
10463,2,6,1019.9000053405762
10311,4,14,2659.660057067871
9702,11,27,5499.340072631836
3217,4,15,3074.4300422668457
10247,3,9,1779.7500190734863
7305,8,25,6428.390087127686
5235,4,8,1489.7400283813477
11310,6,15,2939.590030670166
8265,6,20,4099.560092926025
6837,4,6,1209.8100318908691
8527,4,17,3659.680076599121
10390,6,20,4279.610088348389
2740,6,25,6749.410133361816
9639,9,26,4838.6101150512695
10381,2,5,549.8900051116943
10842,6,20,3969.5400772094727
6,4,15,3259.510025024414
6792,3,10,2089.800048828125
3384,6,22,4279.500080108643
9223,6,17,3179.7000732421875
4456,7,22,4384.570106506348
9720,6,16,2854.7400512695312
2586,5,18,4374.51007270813
8393,5,18,3629.4900970458984
1012,10,33,6749.060134887695
6838,6,25,4744.420122146606
9502,8,32,6381.010082244873
9236,7,18,3469.450050354004
7841,8,18,3377.6600799560547
6772,3,9,1689.8400230407715
10839,6,19,4479.6701011657715
7014,2,3,359.9400062561035
8157,5,11,1884.7200241088867
4866,6,18,3011.6600608825684
1242,6,21,3964.330078125
10245,8,17,3023.530040740967
11509,8,27,4274.38006401062
6794,3,12,2069.700023651123
9655,4,12,2379.7200660705566
12333,6,22,3619.4400577545166
10309,3,11,2559.6600341796875
9222,8,18,3879.5200691223145
10471,2,9,1854.8700523376465
9832,3,7,1649.76997756958
2394,6,19,3369.650077819824
68,3,9,1609.7900276184082
2668,5,18,4259.640077590942
466,1,5,869.9300270080566
5282,4,10,1627.8700370788574
713,3,7,1219.8300323486328
2498,5,13,1779.8200130462646
5566,4,14,2524.6900386810303
342,6,21,4329.500106811523
8899,4,11,2279.660053253174
1520,3,5,1209.9100341796875
11742,2,9,1954.7500267028809
4158,1,1,199.99000549316406
8815,5,15,3172.630027770996
10936,3,8,1779.8600425720215
3665,1,5,1259.8600311279297
9101,1,2,229.95000457763672
2186,1,4,859.9100151062012
1608,7,18,3329.6500701904297
6780,9,21,3841.710069656372
12385,6,13,2589.8100605010986
6311,5,12,1289.8300380706787
4761,5,16,2220.590030670166
8429,5,8,1171.8700199127197
215,6,19,3618.6500968933105
5666,4,12,2299.730037689209
3510,3,12,2561.650053024292
1994,5,13,1971.7200393676758
3580,7,22,4929.540100097656
9897,8,27,6619.400146484375
2968,5,13,2272.420036315918
6383,5,13,2444.6800785064697
3328,4,13,3219.66007232666
7175,6,17,3346.4600372314453
7090,5,17,3314.6800785064697
12242,9,22,4066.5400924682617
8500,6,12,1579.8100395202637
2027,8,30,5133.370101928711
87,3,12,2474.6900596618652
72,6,21,5274.530132293701
6103,6,15,3044.8000869750977
5816,3,7,1029.8300170898438
11588,5,16,3433.610076904297
9406,5,14,2923.800064086914
7102,6,20,3529.610080718994
7676,3,6,814.8500156402588
10337,3,3,409.94000244140625
7235,3,10,1689.7500381469727
3921,6,19,4002.7201023101807
10386,9,21,4014.3000564575195
2177,6,12,2199.730026245117
2616,4,14,3322.7300758361816
756,6,13,2415.650047302246
10644,4,14,2303.7300415039062
1786,2,6,1119.9000282287598
2573,3,10,1629.870018005371
9153,7,28,5939.130128860474
9610,6,18,3539.4900665283203
6778,4,9,2169.7900390625
4380,6,16,3909.5800552368164
5782,4,11,1969.7200202941895
4947,1,2,179.94000244140625
9972,7,22,4449.550090789795
8201,5,17,3849.7000999450684
5346,1,5,1059.7900085449219
6644,2,3,589.9700126647949
9076,4,12,2104.7800483703613
9665,4,10,2299.830062866211
8126,5,15,2729.590042114258
9924,7,22,4753.490100860596
4042,3,4,899.9600219726562
6875,5,17,3649.630081176758
4226,5,17,3251.6900787353516
11287,5,17,3339.5300941467285
12299,3,11,1949.6800346374512
320,4,13,1966.7400379180908
58,8,26,6615.160125732422
4747,9,17,2684.600040435791
1259,4,9,1949.8000259399414
6397,6,21,4605.280071258545
8908,7,12,2589.590072631836
5054,11,33,6293.200145721436
8355,6,14,2969.60005569458
7452,8,19,3842.620090484619
2795,2,4,709.900016784668
2207,3,10,2819.7500648498535
4715,4,14,2404.8000659942627
7834,2,9,1829.8700523376465
4863,8,26,5194.3400802612305
883,4,11,2289.800048828125
8725,5,14,2929.6500549316406
10346,5,18,3349.6700401306152
5746,3,14,3239.8000869750977
8056,5,17,3404.730083465576
6423,6,17,3133.660041809082
12327,3,9,1455.7700271606445
3996,6,18,3779.7200889587402
3345,4,13,3014.6200408935547
4145,3,7,1729.840036392212
11010,2,5,669.9200172424316
5393,3,8,1819.8200302124023
8682,6,15,2349.780040740967
4411,5,16,3369.730068206787
255,5,16,3355.6300354003906
5878,7,25,4929.550086975098
2518,4,6,1179.840015411377
258,6,17,3409.6101036071777
3198,6,16,2799.5700302124023
4632,3,8,1873.7500267028809
1098,3,8,1324.790023803711
2362,8,32,5393.360126495361
11360,2,7,1829.8400497436523
4898,2,10,1649.7200393676758
1665,3,5,769.8600158691406
1773,7,20,4369.6201171875
8747,5,17,3929.6700477600098
4088,3,10,2099.8000450134277
10577,3,9,1679.8500366210938
9455,3,6,1259.9200439453125
11184,3,6,1059.7800064086914
11934,5,13,3079.6300659179688
10937,1,5,607.9100074768066
4058,2,5,879.9300308227539
4141,3,7,1527.8500480651855
10465,1,2,249.97999572753906
6895,1,2,249.97000885009766
854,2,5,1029.860008239746
665,1,2,549.9800109863281
8109,3,11,2529.7400512695312
6625,2,4,497.9500045776367
6051,3,7,1204.8900299072266
2879,4,8,1499.7900276184082
9178,5,13,2499.6700553894043
7684,6,18,3964.5100898742676
9383,5,14,3103.6200256347656
10285,4,10,2139.7800331115723
11018,5,14,2314.73006439209
1150,4,13,2579.630043029785
2291,8,23,5092.540084838867
9244,5,19,4154.710060119629
12342,3,8,1443.8700141906738
6066,3,5,661.9200191497803
8001,7,15,2889.670063018799
5613,4,16,3465.6400718688965
271,4,14,2929.610065460205
5804,5,20,3614.590076446533
6327,7,20,3589.5200805664062
8068,3,7,1669.8700408935547
8350,2,6,1234.8500270843506
6592,7,16,2934.700038909912
12338,5,16,3269.6500663757324
3608,5,15,2639.6200370788574
11698,5,14,3129.680088043213
424,6,22,3789.490093231201
10980,4,11,2094.8300552368164
8121,3,4,719.8800201416016
11414,4,9,1779.7700386047363
9839,5,11,2139.720043182373
107,4,11,2009.6300582885742
1124,7,20,4075.4500999450684
7787,5,22,4959.450092315674
3554,10,33,6892.2101764678955
221,13,34,6378.470069885254
6216,4,7,1229.870018005371
2275,2,4,949.900032043457
6087,6,17,2674.7100563049316
2164,6,18,3414.580078125
7402,2,4,854.8200073242188
5737,3,5,869.9500122070312
3886,5,18,4063.4000701904297
10701,7,24,4684.520095825195
11490,4,13,2479.6900634765625
6416,6,19,4539.420099258423
266,6,17,2854.6200523376465
7000,7,21,3929.630084991455
7987,1,3,799.9200286865234
3733,5,16,2974.7100524902344
882,4,16,3294.80006980896
6679,3,6,893.9400062561035
997,6,18,4144.370086669922
10064,3,9,1159.8800315856934
3779,1,1,100.0
1769,1,3,564.9300079345703
6746,6,26,4897.590093612671
3607,2,7,1679.780029296875
3005,5,17,3734.5100746154785
1898,6,10,1514.870023727417
3094,4,8,1629.810043334961
1862,5,12,2229.710063934326
7680,3,9,1369.9000282287598
6042,3,7,1239.8400344848633
8434,5,15,2671.6000366210938
9932,6,22,4389.580095291138
6611,5,15,3094.570079803467
11400,5,19,3344.5300674438477
9326,6,17,2885.5700302124023
8164,2,4,1124.930030822754
1817,7,22,4199.560081481934
11342,5,14,2829.550048828125
11759,3,11,2539.8700561523438
10411,2,6,1029.9400215148926
9532,4,14,2575.650079727173
8688,6,21,3524.5400943756104
7831,5,14,2859.780055999756
1675,5,11,1559.7500228881836
7143,7,27,4869.380081176758
744,8,27,5339.320123672485
4053,6,15,3419.740093231201
1476,1,1,129.99000549316406
2705,5,14,2749.6800651550293
9717,5,12,2491.590021133423
8518,8,22,3949.5200538635254
2429,8,27,5172.40012550354
7978,6,17,2494.680034637451
316,5,15,2549.660062789917
554,6,14,3009.740077972412
5403,8,21,4857.430080413818
8967,6,14,2454.710033416748
897,4,7,1314.7900314331055
10818,8,19,4159.400089263916
407,4,15,3349.620059967041
2365,9,24,5119.590072631836
2076,6,17,3784.5600605010986
6174,4,16,3473.710048675537
968,5,18,3439.6300468444824
10558,6,16,3887.620044708252
12188,2,8,869.77001953125
5344,5,12,2239.820056915283
4731,7,17,3609.590087890625
7054,5,19,3409.640033721924
10661,3,6,789.840015411377
11997,7,22,4259.590091705322
920,3,10,2569.8600730895996
3960,4,18,3279.620071411133
4748,2,7,1449.830005645752
6487,4,11,2359.710060119629
11135,4,14,3629.540069580078
7191,7,18,3810.5800743103027
789,5,11,2010.8300476074219
9,5,14,3229.680055618286
2418,5,18,3319.5200805664062
6937,4,13,2097.7500534057617
9957,5,20,3986.550094604492
9953,5,15,3049.5800437927246
9656,4,13,2414.6000442504883
7520,3,12,2951.570053100586
9985,1,5,784.9199981689453
9669,6,18,3759.5300331115723
8195,3,10,2109.8800506591797
3586,5,19,3222.660083770752
4510,6,19,4061.5800819396973
7606,7,23,4449.680122375488
10435,2,5,1189.9300346374512
11498,2,10,2189.7700424194336
8219,2,5,569.9200172424316
4442,5,7,1549.8000183105469
5912,1,2,389.90000915527344
11239,3,9,1874.7900352478027
6853,5,13,2881.640033721924
11899,5,18,3227.530075073242
4660,3,9,1673.7900390625
11939,3,7,1439.8700370788574
11447,2,8,1504.9000358581543
7266,2,8,1263.8800201416016
2191,1,1,199.99000549316406
7149,1,2,499.97000885009766
3174,1,5,1599.8400115966797
2255,7,23,4539.54009437561
10563,8,26,4869.390056610107
4978,3,8,1379.900032043457
796,7,20,3647.560052871704
63,4,10,1829.7900390625
959,8,21,3559.480052947998
5943,6,21,4715.580097198486
9126,6,20,4647.420063018799
1693,5,13,2809.700035095215
10641,5,19,3315.6800956726074
9142,5,12,2479.6600379943848
9687,4,14,3329.6100730895996
9033,2,6,1689.8700408935547
856,7,18,3884.5000896453857
2758,6,15,2769.560049057007
5302,9,25,5145.420059204102
6003,9,23,4679.570114135742
10895,2,9,2566.640033721924
5239,5,19,3705.520050048828
